customer_number,stage_grouped,max_closed_date,cloud_revenue,total_opp_amount,employees,mk_fit_score,industry,ee_count,contacts_count,non_ee_count,emb_world_attendees,email_clicks,a365_new_wb_visits,a365_rest_wb_visits,total_webinars_attended,total_webinar_attendees,assembly_app_events,assembly_app_days_used,comms_events,comms_days_used,libs_events,libs_days_used,manufacturing_events,manufacturing_days_used,mcad_events,mcad_days_used,multi_cad_events,multi_cad_days_used,part_request_events,part_request_days_used,share_events,share_days_used,tasks_events,tasks_days_used,version_control_events,version_control_days_used,web_review_events,web_review_days_used
1748858,won,6/28/2024,527.99,527.99,4,0,Industrial/Instrumentation,0,6,5,0,30,2,0,0,0,4820,63,143,49,485,36,8,3,26,5,0,0,0,0,10,8,0,0,1586,103,11706,156
182361,won,6/29/2024,0,75920,1300,0,Industrial/Instrumentation,14,51,17,0,23,0,78,3,3,55,8,17,4,331,18,0,0,3,3,0,0,2,2,43,18,9,2,5525,139,16822,138
1473187,won,6/29/2024,558.99,558.99,2,0,Service Bureau / Engineering Services,3,7,0,0,2,0,0,0,0,346,9,119,22,1764,73,4,4,0,0,0,0,0,0,5,4,0,0,6408,103,1424,94
1678302,lost,7/6/2023,15000,15000,30,0,Service Bureau / Engineering Services,16,67,38,0,23,5,80,6,6,24,2,257,48,5117,136,63,8,4287,99,6,1,4,3,139,41,83,18,8416,156,11655,147
800860,lost,8/2/2024,999,999,85,0,Electronic Component and Semiconductor,2,32,11,0,0,0,13,0,0,73,4,45,8,3977,7,0,0,2057,61,0,0,1,1,6,2,0,0,669,79,648,17
1842985,won,8/30/2024,0,26970,0,0,Industrial/Instrumentation,1,6,2,0,1,0,2,0,0,0,0,0,0,3249,16,0,0,1,1,0,0,3,2,4,1,0,0,243,71,76,7
1854880,lost,9/27/2024,1055.99,1055.99,0,0,Industrial/Instrumentation,0,0,0,0,6,0,8,1,1,81,11,176,40,2457,95,1,1,5,2,0,0,0,0,2,2,48,21,2520,132,7142,119
1060640,won,7/31/2024,0,28511.99,0,0,Service Bureau / Engineering Services,2,17,5,0,4,1,9,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,1606,115,3,3
25037,won,8/9/2024,2997,29967,108,0,Industrial/Instrumentation,13,53,26,0,62,50,491,9,9,8,4,8,3,34,14,0,0,13,6,0,0,9,4,1,1,0,0,422,80,1253,63
1931146,won,9/19/2024,7705.48,7705.49,0,0,Aerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803431,won,8/22/2024,0,28511.99,0,0,Service Bureau / Engineering Services,3,13,5,0,4,0,6,0,0,0,0,0,0,992,80,0,0,2144,39,0,0,0,0,0,0,0,0,794,91,144,11
1780262,won,8/30/2024,0,35212.5,0,0,Medical Device,11,31,10,0,16,0,12,1,1,4,2,518,28,748,45,0,0,1192,28,0,0,1,1,16,8,0,0,2338,94,2567,46
106627,lost,9/23/2024,0,30185.99,80,0,Electronic Component and Semiconductor,5,26,14,0,5,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,794,75,536,19
606217,lost,8/29/2024,0,75920,17,0,Service Bureau / Engineering Services,4,25,13,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724191,lost,8/2/2024,991.6,991.6,0,0,Communications,1,16,3,0,0,0,10,0,0,217,10,122,18,1031,73,0,0,2,2,0,0,0,0,7,5,0,0,1475,118,5265,114
1174639,lost,9/27/2024,0,28511.99,51,0,Industrial/Instrumentation,2,15,7,0,7,3,92,1,1,3,3,66,19,1415,60,5,5,0,0,0,0,0,0,12,2,2,2,1632,73,2615,94
1422024,lost,11/13/2023,15000,20462.6,89,0,Maritime,14,56,19,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818569,won,9/26/2024,11582.99,11582.99,0,14,Aerospace,11,40,9,0,20,9,294,5,6,4,3,16,4,1945,106,1,1,777,40,1,1,26,13,223,27,2,1,4639,149,28731,149
1571349,won,9/27/2024,23496,23496,5,76,Aerospace,9,30,11,0,2,27,13,1,1,0,0,0,0,1289,81,0,0,8,3,1,1,5,4,0,0,1,1,0,0,9,5
944185,won,10/16/2024,12237.45,105795.5,300,95,Industrial/Instrumentation,11,42,16,0,16,10,135,5,5,15,9,475,55,4489,117,112,28,4,3,0,0,4,3,35,17,196,37,4387,126,10943,122
1792841,lost,9/13/2024,1499,4251.75,0,0,Service Bureau / Engineering Services,3,8,2,0,0,0,1,0,0,0,0,59,12,208,28,0,0,0,0,0,0,0,0,0,0,0,0,2847,121,85,12
1830615,won,9/17/2024,1117.99,1117.99,0,0,Industrial/Instrumentation,4,8,3,0,8,0,56,1,1,376,31,398,27,6343,72,0,0,13,9,0,0,8,7,12,7,209,18,2248,103,5326,119
242218,lost,11/8/2023,5000,5000,59,0,Industrial/Instrumentation,1,11,1,0,11,2,87,2,2,0,0,9,3,0,0,4,3,52,1,0,0,0,0,1,1,0,0,282,22,1661,27
1730388,won,9/26/2024,27601.04,32401.64,0,0,Service Bureau / Engineering Services,12,29,8,0,4,0,142,1,1,4,3,412,35,5112,134,0,0,4,4,0,0,5,4,44,10,65,12,9456,155,10144,141
1942609,lost,10/3/2024,1998.4,1998.4,0,0,Industrial/Instrumentation,0,0,0,0,0,0,9,0,0,0,0,0,0,13,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,1
25618,lost,10/22/2024,2111.98,28511.99,13,0,Industrial/Instrumentation,3,23,10,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353211,won,9/26/2024,8489.24,8489.24,14,14,Manufacturing,5,46,6,0,15,3,0,1,1,31,10,0,0,840,90,0,0,2389,48,0,0,4,4,109,8,0,0,15121,130,8390,117
1794314,won,9/25/2024,1117.99,1117.99,0,0,Electronic Component and Semiconductor,12,45,10,0,4,0,66,0,0,795,50,816,80,7542,136,53,8,7,5,30,15,129,36,109,33,22,11,13498,152,12921,138
1493187,lost,1/2/2024,5224.99,5224.99,0,0,Military/Defense,2,37,9,0,9,0,43,0,0,1,1,183,20,5265,66,0,0,25,4,0,0,2,1,51,9,0,0,1776,66,2590,58
825799,lost,1/2/2024,5224.99,5224.99,11000,0,Automotive,20,84,25,0,47,0,41,4,4,1,1,0,0,155,7,0,0,0,0,0,0,0,0,1,1,0,0,78,15,27,3
630745,won,10/3/2023,5000,5000,40000,0,Medical Device,29,83,29,0,14,10,59,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,22,4,243,5
1238481,lost,1/2/2024,5224.99,5224.99,60,0,Communications,9,24,4,0,38,2,39,2,2,0,0,2,1,16,6,0,0,6,4,0,0,0,0,2,1,0,0,3,1,279,15
161744,won,9/23/2024,46374.76,46374.76,800,0,Automotive,12,61,14,0,16,2,1,3,4,5,4,308,36,1030,85,208,50,158,29,0,0,52,31,36,13,75,16,8520,126,9696,123
356073,lost,10/22/2024,10065.82,10065.82,70,0,Medical Device,4,21,2,0,40,0,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281192,lost,1/2/2024,5224.99,5224.99,0,0,Industrial/Instrumentation,4,9,4,0,31,8,33,2,2,198,8,33,7,1653,78,9,3,6,2,6,1,30,6,39,4,0,0,3783,139,611,56
1788253,won,9/20/2024,29841.75,16920,0,0,Aerospace,5,12,3,0,20,15,21,2,2,0,0,22,6,1771,98,0,0,16,6,2,2,16,3,5,3,6,6,4556,128,1627,85
1710755,won,10/2/2024,4799,4799,1300,0,Communications,11,26,10,0,5,0,16,0,0,6,5,83,25,2170,111,0,0,228,8,0,0,1,1,18,6,25,12,6662,138,11328,142
1861076,won,10/21/2024,18401.72,25760.12,0,78,Military/Defense,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
1794323,lost,7/30/2024,44525.25,44525.25,0,0,Service Bureau / Engineering Services,5,20,2,0,12,0,68,1,1,1,1,179,9,2431,115,0,0,637,25,0,0,3,3,14,6,8,5,4421,155,1719,92
1692841,won,11/30/2023,15000,21345.4,0,0,Military/Defense,4,27,11,0,9,0,20,1,2,0,0,0,0,2697,18,0,0,51,6,0,0,3,2,4,3,0,0,64,10,84,10
1678302,won,1/11/2024,12000,139457.02,30,0,Service Bureau / Engineering Services,16,67,38,0,23,5,80,6,6,24,2,257,48,5117,136,63,8,4287,99,6,1,4,3,139,41,83,18,8416,156,11655,147
1186414,won,3/13/2024,25497,136461,30,0,Aerospace,10,35,11,0,6,0,8,0,0,0,0,227,26,408,29,8,6,32,7,0,0,5,2,9,1,2,2,1124,49,182,17
1812123,lost,6/19/2024,8920.97,8920.99,0,21,Industrial/Instrumentation,2,24,6,0,40,1,332,0,0,309,14,142,30,3192,94,22,10,2158,48,0,0,7,2,4,2,145,43,7494,115,9236,119
847880,lost,12/23/2024,1253.99,1253.99,896,0,Medical Device,22,168,20,0,79,20,205,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841198,lost,6/24/2024,0,26970,0,0,Aerospace,5,18,5,0,0,0,8,0,0,0,0,12,5,1749,87,0,0,4,3,0,0,2,2,26,7,0,0,2326,142,3390,127
1167571,lost,4/17/2024,6093.9,6093.9,40,96,Industrial/Instrumentation,7,51,22,0,4,0,40,0,0,4,4,3883,97,2782,121,25,12,4409,92,0,0,12,5,32,17,2655,91,10626,143,12688,122
1494059,lost,9/4/2024,2997,2997,6,0,Service Bureau / Engineering Services,17,51,16,0,13,1,67,2,2,15,10,210,28,21521,156,0,0,15,5,3,2,24,13,52,22,21,5,14128,155,7870,133
1885778,lost,5/31/2024,1200,1200,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246427,won,9/25/2024,8926.96,37454.99,0,0,Industrial/Instrumentation,13,44,15,0,31,3,179,0,0,34,7,36,4,2521,97,0,0,914,23,0,0,9,4,49,13,2,1,16144,113,4933,100
809609,lost,1/2/2024,5000,5000,0,0,Military/Defense,5,22,10,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23478,won,9/26/2024,12073.95,41841.45,27,89,Service Bureau / Engineering Services,16,72,27,0,21,3,143,4,5,95,13,615,81,17157,151,76,34,4305,54,8,8,121,42,480,48,167,37,15404,146,26022,165
511329,lost,9/17/2024,15148.1,10349.1,20,14,Medical Device,15,49,9,0,13,0,6,2,2,0,0,2,1,7978,119,2,1,85,6,0,0,28,13,4,3,2,1,363,51,161,22
1668057,won,9/27/2024,9652.49,9652.49,0,63,Service Bureau / Engineering Services,11,28,9,0,17,12,307,0,0,23,2,1872,107,3580,139,52,35,1249,59,0,0,0,0,97,36,591,50,26999,163,8928,143
1917100,won,9/27/2024,924,924,0,0,Aerospace,0,0,0,0,0,0,0,0,0,458,10,0,0,1475,26,10,6,3,2,0,0,2,2,8,2,0,0,1591,28,1143,53
1828521,lost,10/10/2024,4319.1,4319.1,0,0,Industrial/Instrumentation,4,13,5,0,4,17,0,0,0,1,1,231,20,289,32,114,40,66,5,0,0,2,2,8,3,33,4,1047,74,3151,78
1792476,won,11/7/2023,20000,20000,0,0,Aerospace,15,74,24,0,12,7,238,1,1,0,0,95,7,94,8,0,0,2,2,0,0,1,1,53,14,11,4,565,30,860,22
129375,won,9/23/2024,918,918,5,0,Service Bureau / Engineering Services,1,26,11,0,0,0,219,0,0,258,12,396,43,2310,102,7,5,6,5,0,0,3,3,18,17,61,7,2708,126,8704,132
1668529,won,10/22/2024,10290.48,5224.99,0,21,Medical Device,8,30,4,0,7,0,23,1,1,0,0,0,0,5042,130,0,0,11,6,0,0,9,4,41,6,0,0,59977,160,3580,113
1884985,won,3/29/2024,6000,44988,21,0,Military/Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625318,lost,5/1/2024,30000,100455,1,0,Consulting,2,18,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863292,lost,3/14/2024,1253.99,1253.99,0,0,Industrial/Instrumentation,0,0,0,0,13,3,0,1,2,20,10,151,42,2785,76,41,19,123,13,6,6,25,16,31,13,56,20,2355,118,7101,125
1567276,lost,3/15/2024,1253.99,1253.99,4,0,Communications,1,3,2,0,15,2,206,3,3,14,7,2,1,342,20,1,1,17,6,0,0,0,0,10,3,0,0,606,43,1672,24
1827222,lost,3/20/2024,1200,1200,0,0,Service Bureau / Engineering Services,1,4,1,0,2,0,3,0,0,189,8,40,15,1747,80,26,13,763,17,0,0,0,0,39,14,38,14,3858,114,10867,140
1127578,won,3/14/2024,600,600,15,0,Service Bureau / Engineering Services,14,46,18,0,23,0,503,1,1,615,43,1359,106,3455,144,111,43,1748,73,108,47,1190,103,119,32,991,98,18657,156,32689,155
1043136,won,5/9/2024,47499.99,58887.79,0,0,Maritime,9,49,14,0,7,8,47,1,1,0,0,1,1,842,74,0,0,1246,41,0,0,3,3,7,4,0,0,3461,147,6283,123
1619032,lost,3/22/2024,1098.2,1098.2,0,0,,0,1,0,0,1,0,0,0,0,1,1,0,0,13,3,0,0,1,1,0,0,0,0,2,1,0,0,1,1,45,2
226794,lost,4/2/2024,1253.99,1253.99,15,14,Industrial/Instrumentation,1,4,2,0,8,0,16,3,4,567,21,0,0,1827,62,0,0,725,17,0,0,2,2,2,2,0,0,5173,130,824,51
16396,lost,4/23/2024,8359.99,8359.99,1400,0,Industrial/Instrumentation,9,70,15,0,33,103,382,3,4,3,3,0,0,3869,76,0,0,229,24,3,2,20,11,10,5,1,1,1831,85,3439,98
1869282,lost,3/29/2024,1200,1200,0,0,,0,0,0,0,5,0,56,1,1,8,3,86,23,121,15,0,0,182,11,0,0,1,1,42,11,11,1,3767,126,4251,100
803909,lost,8/3/2023,15000,19625.85,108,0,Service Bureau / Engineering Services,6,27,14,0,12,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186414,lost,6/11/2024,17488.32,47683.41,30,0,Aerospace,10,35,11,0,6,0,8,0,0,0,0,227,26,408,29,8,6,32,7,0,0,5,2,9,1,2,2,1124,49,182,17
1169539,lost,4/17/2024,600,600,0,0,Service Bureau / Engineering Services,1,1,0,0,14,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,1
1782154,won,9/30/2024,2419.99,40622.99,0,0,Aerospace,9,65,16,0,16,1,110,1,1,489,57,359,73,4130,128,188,66,194,39,59,38,320,65,646,52,120,34,8623,148,54050,152
1869378,won,5/23/2024,0,26970,0,0,Communications,0,0,0,0,1,0,0,0,0,0,0,0,0,153,6,0,0,3,2,0,0,0,0,0,0,0,0,34,3,16,3
1337817,won,5/28/2024,0,38122.48,0,0,Automotive,7,26,11,0,77,0,157,0,0,59,12,89,33,2668,101,9,6,15,9,52,21,729,45,5,4,8,8,5999,137,8787,113
624730,won,6/25/2024,5000,49004.37,10,0,Service Bureau / Engineering Services,17,41,17,0,25,4,11,2,2,2,2,300,19,16480,39,0,0,29,12,0,0,1,1,44,13,52,15,1460,102,1906,68
1732540,lost,6/21/2024,1055.99,1055.99,3,0,Service Bureau / Engineering Services,1,2,1,0,20,0,15,4,4,2,1,0,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,1146,83,209,15
1796833,won,6/17/2024,14841.75,32403.75,0,0,Military/Defense,4,13,7,0,3,0,13,0,0,0,0,0,0,1293,71,0,0,1,1,0,0,0,0,4,1,0,0,768,88,134,13
1833465,lost,10/9/2024,1499,20876.83,27000,0,Aerospace,0,5,5,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212933,lost,7/5/2023,8000,8916.8,2,0,Aerospace,5,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816117,won,4/17/2024,14807.4,106855.33,103,0,Industrial/Instrumentation,3,11,5,0,30,9,180,5,6,18,9,316,35,7291,111,7,2,8824,110,0,0,57,19,73,18,54,11,7058,126,7623,120
1725443,won,6/21/2024,0,37960,15,0,Communications,5,24,17,0,0,0,0,0,0,0,0,373,25,63,18,0,0,3,3,0,0,1,1,24,6,0,0,1148,113,1214,77
1710893,lost,6/18/2024,999,999,67,0,Service Bureau / Engineering Services,3,14,5,0,13,3,15,1,1,2,1,0,0,13,2,0,0,1,1,0,0,0,0,0,0,0,0,275,16,345,17
1036797,won,6/25/2024,0,38503.57,35,0,Military/Defense,4,111,13,0,0,1,4,1,1,1,1,187,30,1050,64,0,0,1087,47,0,0,0,0,60,16,8,4,2255,120,7182,119
1737947,won,6/17/2024,1055.99,1055.99,0,0,Industrial/Instrumentation,1,2,1,0,1,0,22,0,0,12,3,0,0,883,5,0,0,303,5,0,0,0,0,4,3,0,0,229,21,507,9
1175249,won,6/24/2024,0,28511.99,15,0,Industrial/Instrumentation,4,16,3,0,15,1,10,1,2,1,1,0,0,71,3,0,0,4687,84,0,0,0,0,1,1,0,0,4141,106,185,23
195327,lost,7/22/2024,0,27228.94,4100,0,Service Bureau / Engineering Services,20,77,26,0,23,0,5,1,1,3,1,11,5,652,48,0,0,1049,72,0,0,1,1,90,15,0,0,4458,119,4403,83
762682,lost,10/10/2024,1499,1499,3,0,Maritime,11,54,31,0,42,0,4,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,84,37,0,0
1613696,lost,8/14/2024,1055.99,1055.99,232,0,Service Bureau / Engineering Services,5,16,7,0,12,0,46,0,0,980,22,0,0,437,42,0,0,0,0,0,0,0,0,6,3,0,0,406,53,937,55
1841343,won,8/27/2024,24289,43021.4,0,0,Maritime,2,11,8,0,3,0,5,0,0,0,0,0,0,11,3,0,0,2,1,0,0,0,0,0,0,0,0,7,2,14,2
1292933,won,8/29/2024,0,28511.99,4,0,Retail,0,6,2,0,0,0,11,0,0,7,2,1,1,925,7,1,1,41,4,0,0,0,0,1,1,3,1,368,31,348,10
1775080,won,6/28/2024,0,95152.5,0,0,Consumer Electronics,5,18,5,0,3,0,42,0,0,2,2,152,39,8620,150,2,2,4221,90,0,0,3,2,33,11,77,32,6167,156,1515,88
1836929,won,7/23/2024,3398,3398,0,0,Industrial/Instrumentation,2,12,3,0,2,1,0,1,1,0,0,0,0,1160,58,0,0,0,0,0,0,0,0,4,3,1,1,4389,121,918,61
1624298,lost,9/30/2024,1836,918,20,0,Service Bureau / Engineering Services,9,39,13,0,3,6,43,0,0,1810,50,826,98,6127,127,0,0,85,8,0,0,8,3,9,3,21,9,13216,168,20692,157
1798367,won,7/31/2024,0,26970,0,0,Medical Device,3,16,8,0,7,0,100,1,1,4,4,13,8,375,51,19,4,465,19,9,1,1,1,6,5,0,0,1040,92,6150,115
1446831,lost,7/18/2024,1998,999,4,0,Service Bureau / Engineering Services,4,29,13,0,2,0,9,0,0,1297,35,705,94,3886,133,260,89,2017,55,0,0,4,3,56,25,839,102,4220,127,19040,137
1758044,won,10/30/2023,105000,468569.47,0,0,Aerospace,15,100,18,0,24,17,25,3,3,0,0,13,8,229,10,0,0,3,2,0,0,1,1,5,1,1,1,1092,10,1068,10
1624812,lost,7/25/2024,1055.99,1055.99,2,0,Consumer Electronics,0,1,0,0,7,0,0,0,0,20,1,0,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,272,26,827,54
1797754,lost,7/26/2024,1055.99,1055.99,0,14,Consumer Electronics,6,12,2,0,16,0,5,2,2,13,8,954,116,4651,95,0,0,13,10,0,0,1,1,21,11,45,21,6719,156,7483,141
534754,lost,9/30/2024,0,28511.99,139,0,Automotive,1,5,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637860,won,11/30/2023,12000,38688,15,0,Military/Defense,2,6,3,0,33,0,6,1,1,0,0,0,0,6654,13,0,0,1,1,0,0,0,0,1,1,0,0,39,6,80,5
616828,won,6/24/2024,5524.99,5524.99,30,14,Electronic Component and Semiconductor,8,34,10,0,8,0,28,0,0,0,0,18,3,778,50,0,0,2,1,0,0,0,0,3,2,16,3,2031,122,74,9
27430,lost,3/31/2024,70000,249425,53,0,Industrial/Instrumentation,7,76,39,0,30,8,22,4,4,247,25,607,76,2697,124,262,80,14417,117,13,2,4,4,141,36,99,40,78647,149,28097,143
32690,lost,2/5/2024,0,0,0,56,Service Bureau / Engineering Services,11,36,12,0,77,8,32,4,4,2,1,27,13,552,31,0,0,11,8,0,0,0,0,27,8,0,0,3433,92,629,41
1797966,lost,10/17/2024,1218750,1297889.58,0,0,Electronic Component and Semiconductor,71,1080,60,0,224,89,792,8,8,128,21,1412,113,36999,164,80,28,2888,132,8,1,1555,136,2976,110,424,78,55151,171,28441,152
670049,won,4/15/2024,73497,115779,240,0,Consumer Electronics,11,88,33,0,7,4,204,0,0,2,2,0,0,268,28,0,0,5204,109,0,0,3,3,208,48,0,0,8875,133,4302,102
1300242,lost,7/30/2024,49485,146754,115,0,Maritime,4,20,10,0,7,17,10,0,0,1,1,0,0,181,25,0,0,5,3,0,0,1,1,8,6,0,0,3539,126,1565,72
1838108,lost,9/16/2024,3134.99,4672.13,0,0,Industrial/Instrumentation,2,3,1,0,1,0,12,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2927,107,225,11
814527,lost,8/30/2024,3365.97,1253.99,1,0,Industrial/Instrumentation,0,2,2,0,2,0,24,0,0,226,20,132,13,14,5,0,0,0,0,0,0,0,0,13,4,0,0,288,50,1344,69
1533145,lost,1/23/2024,1325.99,1325.99,14,0,Consumer Electronics,4,24,12,0,7,0,14,1,1,177,25,69,14,392,42,20,11,314,14,0,0,0,0,10,2,0,0,832,54,8616,70
1127578,won,6/28/2024,56084.4,56084.4,15,14,Service Bureau / Engineering Services,14,46,18,0,23,0,503,1,1,615,43,1359,106,3455,144,111,43,1748,73,108,47,1190,103,119,32,991,98,18657,156,32689,155
11336,won,7/25/2024,72231.75,72231.75,1893,0,Industrial/Instrumentation,59,241,81,0,93,0,107,1,1,0,0,0,0,14179,20,3,3,7,1,0,0,0,0,1,1,0,0,502,78,147,17
1710489,lost,2/2/2024,1184,1184,0,0,Electronic Component and Semiconductor,4,35,4,0,32,2,22,0,0,15,4,0,0,2278,43,16,2,17,5,0,0,0,0,2,2,0,0,659,46,570,34
1623326,won,2/14/2024,7734.98,7734.99,0,0,Other,3,10,1,0,8,0,154,0,0,18,2,0,0,537,29,0,0,4,2,0,0,1,1,0,0,0,0,290,43,396,14
1760195,lost,2/16/2024,1325.99,1325.99,28,0,Consumer Electronics,0,5,4,0,0,0,3,0,0,121,9,0,0,23,7,0,0,0,0,0,0,0,0,10,3,0,0,2386,67,1659,53
871278,lost,3/7/2024,1200,1200,0,0,Consumer Electronics,0,3,1,0,3,1,0,0,0,4,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
1767765,won,6/6/2024,0,35212.5,24,0,Military/Defense,8,44,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812123,lost,6/29/2024,1781.98,1253.99,0,0,Industrial/Instrumentation,2,24,6,0,40,1,332,0,0,309,14,142,30,3192,94,22,10,2158,48,0,0,7,2,4,2,145,43,7494,115,9236,119
1709677,lost,5/17/2024,32485,32485,0,0,Aerospace,28,123,46,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
12589,won,6/28/2024,0,37960,1325,0,Industrial/Instrumentation,13,84,39,0,99,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200631,lost,8/29/2024,0,26970,58,0,Communications,6,49,19,0,3,26,0,0,0,0,0,0,0,7,6,0,0,2667,79,0,0,2,2,84,9,1,1,3774,150,2891,113
1414349,lost,8/31/2024,0,26970,200,0,Industrial/Instrumentation,12,35,10,0,15,6,46,1,1,4,4,1815,112,6011,137,2,1,5818,97,0,0,4,3,40,19,118,39,33167,153,13752,133
1757354,won,5/29/2024,0,26970,0,0,Service Bureau / Engineering Services,6,21,6,0,18,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,31,15,7
1760315,won,10/3/2024,4079.15,80910,0,0,Service Bureau / Engineering Services,8,35,14,0,15,3,70,3,3,108,11,0,0,1255,71,0,0,4,3,0,0,0,0,17,3,0,0,3116,117,700,40
1799919,won,9/23/2024,28349.59,60758.96,90,0,Aerospace,5,45,17,0,1,0,1,0,0,0,0,4,4,382,33,22,12,4,4,0,0,2,2,3,2,4,4,9199,164,4825,128
1820427,won,6/27/2024,0,37960,0,0,Automotive,5,13,6,0,41,4,311,3,3,358,10,43,11,1664,79,1,1,7,6,0,0,0,0,10,5,27,8,5887,138,7765,122
1830500,won,5/30/2024,0,26970,0,0,Communications,3,18,8,0,6,3,183,1,1,2,1,3,1,6339,73,2,1,12,8,0,0,4,4,3,2,46,9,8885,79,3858,64
1740949,won,6/21/2024,33984,28678.75,0,0,Industrial/Instrumentation,24,65,18,0,39,2,32,4,4,0,0,0,0,92,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,20,11
1831086,lost,5/3/2024,59367,59367,0,0,Aerospace,6,20,7,0,24,0,11,1,1,0,0,0,0,3300,94,0,0,2,1,0,0,3,2,2,1,0,0,272,3,20,8
1464183,lost,6/29/2024,558.99,558.99,0,0,Consumer Electronics,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,30,116,7
627347,lost,9/23/2024,1499,1499,14,0,Electronic Component and Semiconductor,1,8,4,0,1,1,83,0,0,0,0,15,8,74,20,0,0,176,12,0,0,0,0,5,4,0,0,388,65,2795,92
1278956,lost,8/2/2024,1001.25,1001.25,2,0,Service Bureau / Engineering Services,1,4,0,0,1,0,16,0,0,2,1,0,0,14,8,3,2,43,3,8,1,0,0,3,3,0,0,219,38,1153,49
1778315,lost,8/3/2024,999,999,0,0,Industrial/Instrumentation,0,4,3,0,0,0,0,0,0,30,9,80,34,348,56,0,0,0,0,0,0,0,0,3,2,0,0,3639,92,6776,126
1948836,lost,8/14/2024,5224.99,5224.99,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402985,won,8/27/2024,0,38015.99,0,0,Communications,3,16,6,0,0,0,9,0,0,4,2,0,0,21,12,0,0,1206,39,0,0,8,5,22,9,0,0,689,50,735,32
1741723,lost,10/22/2024,999,999,0,0,Consumer Electronics,0,23,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1317260,lost,8/15/2024,999,999,10,0,Consumer Electronics,3,14,10,0,0,0,45,0,0,113,22,200,30,612,52,0,0,53,8,0,0,0,0,11,8,136,25,2137,90,4852,97
1852761,lost,12/13/2023,28500,146979,0,0,Aerospace,0,0,0,0,2,0,2,0,0,0,0,0,0,5043,106,1,1,4,2,0,0,1,1,2,2,0,0,3070,119,750,66
1761302,lost,9/27/2024,1676.99,1676.99,0,33,Communications,4,22,9,0,31,13,75,0,0,4,3,4,2,4652,85,122,55,741,23,0,0,1,1,11,7,0,0,8121,129,3459,106
