customer_number,stage_grouped,max_closed_date,cloud_revenue,total_opp_amount,employees,mk_fit_score,industry,ee_count,contacts_count,non_ee_count,emb_world_attendees,email_clicks,a365_new_wb_visits,a365_rest_wb_visits,total_webinars_attended,total_webinar_attendees,assembly_app_events,assembly_app_days_used,comms_events,comms_days_used,libs_events,libs_days_used,manufacturing_events,manufacturing_days_used,mcad_events,mcad_days_used,multi_cad_events,multi_cad_days_used,part_request_events,part_request_days_used,share_events,share_days_used,tasks_events,tasks_days_used,version_control_events,version_control_days_used,web_review_events,web_review_days_used
1828575,won,9/24/2024,25195.2,25195.2,0,96,Industrial/Instrumentation,9,31,8,0,57,11,185,2,2,54,4,14,6,2759,123,2,2,153,26,178,57,1179,93,9,2,47,4,7193,156,8798,139
1529895,won,9/13/2024,7127.98,7127.99,1,76,Consumer Electronics,1,11,4,0,11,3,63,0,0,52,16,6,4,1549,81,0,0,66,8,0,0,1,1,401,23,0,0,6465,167,7537,144
800860,won,8/28/2024,3682.62,30061.91,85,0,Electronic Component and Semiconductor,2,32,11,0,0,0,13,0,0,73,4,45,8,3977,7,0,0,2057,61,0,0,1,1,6,2,0,0,669,79,648,17
16260,lost,9/30/2024,1270.94,1270.94,25,0,Service Bureau / Engineering Services,5,17,6,0,4,0,155,1,1,279,7,435,30,22,9,1,1,537,21,0,0,0,0,5,4,0,0,1517,105,3437,96
1797380,lost,8/29/2024,3934.87,3934.87,0,0,Consumer Electronics,1,7,3,0,6,0,5,0,0,0,0,25,18,190,39,0,0,1,1,0,0,0,0,10,3,0,0,961,90,2531,100
1167571,lost,10/10/2024,5701.7,5701.7,40,0,Industrial/Instrumentation,7,51,22,0,4,0,40,0,0,4,4,3883,97,2782,121,25,12,4409,92,0,0,12,5,32,17,2655,91,10626,143,12688,122
1527983,lost,8/20/2024,0,26970,350,0,Medical Device,10,48,16,0,16,0,211,1,1,10,8,0,0,65,27,11,9,3,2,0,0,1,1,0,0,0,0,951,113,13600,150
580460,lost,9/30/2024,999,999,25,0,Service Bureau / Engineering Services,4,31,13,0,13,0,160,1,1,76,9,78,17,3970,40,0,0,12614,126,0,0,13,7,3,3,80,15,2345,109,3441,129
19768,won,9/25/2024,8140,28426.36,50,0,Electronic Component and Semiconductor,7,25,9,0,8,3,28,0,0,26,5,591,70,9235,140,5,5,1438,37,0,0,0,0,406,29,0,0,19129,147,25176,165
1854904,won,10/16/2024,9839.2,22970,0,0,Aerospace,0,0,0,0,0,0,11,0,0,0,0,194,31,1928,80,4,2,13,6,0,0,3,3,11,6,74,21,2242,78,4484,93
847571,lost,1/2/2024,5224.99,5224.99,80,0,Industrial/Instrumentation,6,33,10,0,12,0,96,2,2,17,3,46,16,332,34,3,2,99,15,0,0,2,1,35,15,39,7,1181,65,4145,58
1782531,lost,1/2/2024,4935.8,4935.8,0,0,Electronic Component and Semiconductor,1,8,1,0,1,0,16,0,0,0,0,247,59,2031,93,0,0,220,7,0,0,0,0,3,3,0,0,3205,123,2713,84
1817063,won,10/4/2024,14377.99,14377.99,0,0,Industrial/Instrumentation,9,28,8,0,13,0,16,0,0,42,3,709,72,4190,137,19,15,414,60,0,0,39,22,176,31,362,55,9716,164,7845,120
771772,won,6/18/2024,0,26970,0,0,Service Bureau / Engineering Services,1,6,3,0,0,4,22,0,0,9,3,1,1,16,4,0,0,16,1,0,0,0,0,5,2,0,0,650,121,553,20
33604,lost,3/20/2024,1253.99,1253.99,460,0,Industrial/Instrumentation,39,284,41,0,60,0,41,3,3,9,5,5,3,71,13,9,2,9,7,0,0,11,1,10,3,10,2,156,7,503,13
761078,lost,4/4/2024,5224.99,5224.99,51,70,Medical Device,3,7,3,0,51,10,84,3,3,0,0,7,5,10942,37,0,0,90,16,0,0,3,2,19,7,7,5,2736,123,343,28
209471,lost,1/2/2024,30000,30000,140,0,Communications,4,30,11,0,24,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844319,lost,5/13/2024,11544,11544,0,14,Medical Device,4,13,8,0,9,0,32,4,5,0,0,0,0,2194,86,0,0,3,3,0,0,1,1,2,2,2,1,1154,119,87,11
1266004,lost,4/11/2024,1253.99,1253.99,14,0,Service Bureau / Engineering Services,4,8,3,0,0,0,0,0,0,3,1,0,0,72,2,0,0,3,1,0,0,0,0,0,0,0,0,1,1,24,2
1238390,lost,7/15/2024,1487.4,3638.58,1000,85,Industrial/Instrumentation,20,50,19,0,3,5,18,0,0,0,0,0,0,2109,127,0,0,1,1,0,0,3,1,0,0,0,0,189,23,20,9
1736538,lost,10/31/2023,6250,8106.25,0,0,Aerospace,9,45,22,0,10,12,48,2,2,2,2,211,48,1384,103,127,51,69,30,0,0,5,2,54,18,65,24,2301,121,18987,131
1702670,lost,9/11/2024,4497,4497,40,0,Consumer Electronics,7,32,11,0,36,0,8,0,0,0,0,685,92,2700,138,0,0,2699,81,0,0,1,1,4,2,631,88,15609,171,400,48
1601052,lost,5/29/2024,1117.99,1117.99,1,0,Service Bureau / Engineering Services,1,1,0,0,1,0,7,0,0,1,1,1,1,505,17,0,0,0,0,0,0,0,0,0,0,2,2,146,23,53,6
1753407,won,9/27/2024,2851.19,2851.19,0,0,Consumer Electronics,5,17,6,0,1,0,0,1,1,1112,36,93,22,464,71,60,25,9,4,0,0,0,0,6,2,0,0,5876,124,10497,124
1185489,won,8/9/2024,5368.99,5368.99,14,40,Consumer Electronics,4,21,12,0,0,3,42,3,3,0,0,3,3,1786,106,31,15,1595,34,7,2,30,6,25,10,1,1,4543,126,1723,104
1841194,won,12/6/2023,45000,173550,0,0,Military/Defense,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128268,lost,10/16/2024,2913.74,2913.74,30,14,Service Bureau / Engineering Services,10,48,20,0,9,1,76,3,4,47,8,1923,98,2140,112,8,1,3465,60,0,0,19,14,70,23,109,35,9625,128,34218,132
1514909,lost,12/31/2024,3398,3398,1,26,Service Bureau / Engineering Services,0,2,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281192,won,9/13/2024,4558.94,4558.94,0,14,Industrial/Instrumentation,4,9,4,0,31,8,33,2,2,198,8,33,7,1653,78,9,3,6,2,6,1,30,6,39,4,0,0,3783,139,611,56
637981,won,6/18/2024,527.99,527.99,10,0,Communications,0,11,5,0,16,0,20,3,3,1400,26,114,33,984,60,0,0,1,1,0,0,0,0,0,0,0,0,831,69,8244,112
1885017,won,9/30/2024,3167.98,3167.99,5,0,Aerospace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357523,lost,8/16/2024,5000,5000,4,70,Engineering,14,76,25,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743366,lost,9/30/2024,0,28511.99,0,0,Communications,2,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798841,lost,6/29/2024,499,499,38,0,Industrial/Instrumentation,4,18,5,0,4,0,16,1,1,2,2,136,31,60,16,0,0,2,2,0,0,0,0,2,1,0,0,4966,107,9660,151
1768868,lost,7/31/2024,499,499,0,0,Academic,1,6,3,0,8,0,0,0,0,0,0,1,1,425,30,0,0,0,0,0,0,0,0,1,1,0,0,599,65,18,6
934912,lost,7/31/2024,527.99,527.99,393,0,Service Bureau / Engineering Services,18,75,22,0,14,6,58,1,1,2059,64,943,86,6134,126,3,2,29,24,246,73,1866,106,533,93,203,39,22245,151,72115,150
161744,lost,9/25/2024,46374.76,46374.76,800,85,Automotive,12,61,14,0,16,2,1,3,4,5,4,308,36,1030,85,208,50,158,29,0,0,52,31,36,13,75,16,8520,126,9696,123
1716793,lost,8/7/2024,0,26970,130,0,Service Bureau / Engineering Services,8,45,24,0,19,5,58,1,1,0,0,0,0,554,36,0,0,2,2,0,0,1,1,10,1,0,0,873,56,2243,69
1400074,won,8/19/2024,0,100142.5,80,0,Consumer Electronics,31,89,51,0,1,0,24,0,0,0,0,0,0,20,3,0,0,7,2,1,1,4,2,1,1,1,1,7,5,28,4
596653,lost,7/20/2024,1055.99,1055.99,375,0,Automotive,12,40,10,0,12,0,17,3,3,20,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,115,22,43,4
625341,lost,7/22/2024,4995,4995,0,0,Academic,6,67,12,0,4,0,83,1,1,635,26,215,42,5437,28,0,0,21,9,0,0,8,4,63,13,19,8,3999,143,3501,98
761914,lost,9/26/2024,1055.99,1055.99,0,70,Consumer Electronics,7,32,15,0,39,8,46,2,2,20,5,10,4,17628,40,46,9,40,17,5,4,48,20,15,5,15,8,981,132,1244,40
1736298,won,9/25/2024,12962.67,36894.23,150,77,Industrial/Instrumentation,11,35,11,0,22,1,91,2,2,956,77,1779,129,4683,152,328,73,22,14,0,0,6,5,78,20,434,83,12106,165,29908,169
1159537,lost,9/16/2024,999,3194,27,0,Consumer Electronics,1,4,2,0,0,0,0,0,0,0,0,0,0,41,9,0,0,56,7,0,0,0,0,0,0,0,0,120,26,1,1
1736298,lost,11/15/2024,1983.2,1983.2,150,77,Industrial/Instrumentation,11,35,11,0,22,1,91,2,2,956,77,1779,129,4683,152,328,73,22,14,0,0,6,5,78,20,434,83,12106,165,29908,169
589526,lost,7/26/2024,15000,20394,180,89,Electronic Component and Semiconductor,5,16,6,0,11,7,344,3,3,1,1,300,40,7781,124,9,5,62,26,65,23,692,46,66,23,169,29,3870,112,6220,98
1407550,won,11/29/2023,40500,267135.78,14,0,Industrial/Instrumentation,18,669,136,0,66,10,78,5,5,0,0,1647,100,45303,159,0,0,700,19,0,0,5,5,18,9,1098,90,26470,159,21146,160
1489762,lost,6/29/2024,499,499,50,0,Medical Device,1,20,11,0,1,0,0,0,0,5,3,223,52,1048,42,0,0,5,4,0,0,0,0,0,0,0,0,4081,132,8963,130
1398984,lost,8/1/2024,499,499,4,0,Communications,3,9,5,0,12,0,58,1,1,4,3,40,13,446,49,0,0,11,7,0,0,0,0,0,0,0,0,1266,101,5356,121
799943,lost,8/31/2024,0,37960,36503,0,Electronic Component and Semiconductor,11,31,15,0,13,0,14,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3
1759892,won,6/27/2024,791.99,40203.89,0,0,Communications,6,15,5,0,23,0,7,1,1,1,1,789,63,1692,95,55,30,2377,84,0,0,9,2,204,18,393,47,10898,121,7034,116
1423489,lost,8/30/2024,14364.98,8839.99,87,56,Electronics,1,13,4,0,37,5,76,5,5,3,3,242,33,2874,76,2,1,6,6,0,0,1,1,11,7,221,29,3471,120,1695,83
1420707,lost,7/8/2024,527.99,527.99,10001,0,Consumer Electronics,1,5,2,0,14,0,1,2,2,56,3,0,0,242,22,2,1,1,1,0,0,1,1,15,8,0,0,397,63,1795,84
1834113,lost,6/29/2024,527.99,527.99,0,0,Electronic Component and Semiconductor,4,8,4,0,3,0,0,0,0,40,9,72,27,996,53,0,0,1,1,0,0,3,3,3,2,3,2,7929,121,1861,97
1377353,lost,6/29/2024,527.99,527.99,18,0,Service Bureau / Engineering Services,11,27,3,0,10,21,6,0,0,1,1,2,2,17,3,0,0,7,6,0,0,0,0,6,2,0,0,1993,90,620,29
1831076,lost,7/11/2024,0,26970,0,0,Military/Defense,5,12,5,0,10,1,12,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
1766219,won,6/28/2024,527.99,527.99,11,0,Service Bureau / Engineering Services,5,17,4,0,7,0,22,0,0,751,29,264,52,1424,95,33,13,4,4,0,0,1,1,7,4,0,0,8369,146,4511,104
1942955,won,6/28/2024,1676.99,1676.99,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813526,won,6/28/2024,0,26773.2,0,0,Maritime,5,16,6,0,1,1,11,0,0,0,0,53,26,2030,112,4,3,90,7,0,0,0,0,2,2,41,23,8120,133,2862,85
1396834,won,10/4/2024,7320.21,7320.22,139,50,Aerospace,10,59,15,0,1,0,1,1,2,80,28,83,6,230,27,0,0,8,6,1321,65,1,1,48,10,0,0,9532,126,17976,128
630323,lost,9/19/2024,1055.99,1055.99,250,50,Electronics,7,39,13,0,18,10,25,1,1,168,24,175,43,777,49,6,4,578,25,0,0,0,0,31,8,0,0,5924,122,15379,136
1770568,lost,7/27/2024,1055.99,1055.99,0,0,Service Bureau / Engineering Services,2,8,4,0,1,0,0,0,0,429,9,0,0,1883,75,0,0,384,19,0,0,1,1,20,8,0,0,5275,154,1945,95
16396,won,8/12/2024,8359.99,8359.99,1400,0,Industrial/Instrumentation,9,70,15,0,33,103,382,3,4,3,3,0,0,3869,76,0,0,229,24,3,2,20,11,10,5,1,1,1831,85,3439,98
536379,lost,9/10/2024,8920.97,8920.99,63,56,Construction,2,12,3,0,23,11,117,4,5,134,9,0,0,2519,70,14,6,42,9,0,0,11,8,25,5,0,0,1774,95,1306,53
564254,lost,8/5/2024,0,53940,51,0,Industrial/Instrumentation,29,94,30,0,0,0,9,0,0,0,0,0,0,2233,128,0,0,1,1,0,0,3,2,4,2,8,1,189,21,116,5
1305711,won,7/31/2024,0,26972,168,0,Medical Device,4,41,16,0,0,0,19,0,0,2,1,0,0,255,28,36,11,2,2,0,0,0,0,6,2,0,0,287,70,207,16
1728024,won,8/9/2024,780.3,780.3,0,0,Military/Defense,4,23,11,0,0,0,5,0,0,2122,117,0,0,2835,97,0,0,4,3,0,0,0,0,13,7,543,136,6100,154,25508,161
767984,lost,9/21/2024,0,30185.99,15,0,Industrial/Instrumentation,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33030,lost,9/30/2024,1055.99,1055.99,80,0,Consulting,3,21,3,0,2,13,104,0,0,186,21,28,7,17,5,0,0,46,6,24,1,0,0,87,13,0,0,9075,114,8624,118
194521,won,8/6/2024,0,26970,5500,0,Industrial/Instrumentation,5,19,7,0,66,0,31,2,2,1,1,0,0,276,22,0,0,463,28,0,0,4,2,0,0,0,0,3541,126,1730,66
13630,won,8/31/2024,0,76007.93,95,0,Communications,5,39,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12916,lost,8/23/2024,0,70425,55,0,Automotive,10,23,9,0,2,0,24,1,1,0,0,0,0,9,3,0,0,1166,17,0,0,0,0,6,3,0,0,265,45,87,8
1944705,lost,10/9/2024,1055.99,1055.99,0,0,Industrial/Instrumentation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738852,lost,9/11/2024,30986,30986,2840,0,Component OEM,11,56,24,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947983,won,8/27/2024,0,26970,0,0,Medical Devices,0,0,0,0,0,0,26,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,44,5,64,6
1801892,won,7/30/2024,0,39535.43,0,0,Service Bureau / Engineering Services,2,17,4,0,0,2,12,0,0,3,2,430,72,843,85,0,0,3,1,1,1,3,1,13,4,7,1,9738,178,2951,113
747509,lost,8/12/2024,5000,7195,0,87,Medical Device,6,29,15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
1750733,lost,9/27/2024,0,28511.99,15,0,Aerospace,3,38,20,0,0,0,14,0,0,1,1,140,9,1726,80,0,0,49,5,0,0,10,4,100,23,88,7,8849,135,1543,60
1262811,won,9/27/2024,10349.1,10349.1,100,0,Medical Device,15,41,14,0,13,28,380,0,0,209,67,21,4,3476,142,4,1,33,17,0,0,2,2,52,27,237,63,7380,149,18551,137
1854469,lost,10/17/2024,4319.1,4319.1,0,26,Industrial/Instrumentation,0,0,0,0,19,14,92,3,3,9,8,1,1,31613,172,216,60,1291,64,0,0,15,12,18,11,10,5,8510,154,22525,137
1358415,won,9/18/2024,11704.5,11704.5,501,0,Industrial/Instrumentation,11,63,15,0,8,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,12,35,7
21174,lost,11/11/2024,991.6,2110.85,30,0,Industrial/Instrumentation,3,19,12,0,16,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304933,lost,9/30/2024,1497,3413.8,154,0,Technology,0,0,0,0,22,98,466,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729843,lost,10/15/2024,999,999,651,0,Industrial/Instrumentation,10,44,18,0,7,0,27,0,0,18,3,0,0,800,70,111,51,6010,66,0,0,0,0,12,8,0,0,2272,95,3774,100
200832,won,10/15/2024,5000,5000,100,70,Industrial/Instrumentation,5,26,13,0,16,84,148,0,0,4,3,46,12,948,78,6,3,53,13,1,1,4,3,12,8,20,13,1290,106,2727,105
1948149,lost,10/30/2024,1055.99,1055.99,0,0,Medical Device,0,0,0,0,2,0,14,0,0,20,4,11,3,691,24,0,0,2,2,0,0,2,2,2,2,11,3,636,28,852,22
179202,lost,10/21/2024,19789,19789,10000,35,Military/Defense,37,283,130,0,16,14,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601445,won,7/30/2024,0,35212.5,100,0,Electronic Component and Semiconductor,2,16,10,0,2,0,0,0,0,0,0,0,0,96,14,0,0,4,3,0,0,0,0,5,1,0,0,67,6,175,10
1376423,lost,7/31/2024,1325.99,1325.99,4,70,Consumer Electronics,12,54,18,0,11,0,7,1,1,2,2,2,1,11,2,0,0,354,14,0,0,0,0,21,6,0,0,1575,92,841,21
1678302,won,5/6/2024,5996,5996,30,63,Service Bureau / Engineering Services,16,67,38,0,23,5,80,6,6,24,2,257,48,5117,136,63,8,4287,99,6,1,4,3,139,41,83,18,8416,156,11655,147
1848068,won,5/21/2024,0,31674,0,0,Industrial/Instrumentation,0,0,0,0,0,0,29,0,0,2,1,0,0,14,1,0,0,2,1,0,0,0,0,0,0,3,1,4,1,58,2
364254,won,9/30/2024,21829.49,21829.49,341,56,Consumer Electronics,9,44,5,0,20,0,123,2,2,45,16,2036,108,3977,120,15,9,22,15,1,1,14,11,61,31,22,12,15371,123,18222,122
785581,lost,5/17/2024,592,592,25,0,Service Bureau / Engineering Services,19,93,23,0,32,13,92,3,4,347,15,386,43,1042,86,17,12,528,18,0,0,0,0,36,11,0,0,3875,141,6574,130
1414349,lost,5/17/2024,10298,10298,200,96,Industrial/Instrumentation,12,35,10,0,15,6,46,1,1,4,4,1815,112,6011,137,2,1,5818,97,0,0,4,3,40,19,118,39,33167,153,13752,133
1834009,lost,4/4/2024,1253.99,1253.99,0,0,Automotive,1,14,5,0,2,0,0,0,0,25,11,1,1,1228,43,6,2,20,7,0,0,6,4,2,1,9,2,580,88,1201,33
1000598,lost,9/25/2024,15000,15000,19,0,Medical Device,2,14,7,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
24379,won,9/18/2024,26064.4,26064.4,550,88,Consumer Electronics,27,129,41,0,30,6,39,2,3,1,1,1246,104,34,25,0,0,2185,48,1,1,6,5,99,26,64,17,15178,140,3453,116
1833812,lost,3/20/2024,6200,5000,0,0,Service Bureau / Engineering Services,1,9,2,0,3,0,0,1,1,0,0,146,14,984,73,6,4,2,2,0,0,0,0,13,4,20,7,3946,139,1980,87
804047,lost,9/30/2024,10914.74,10914.74,20,0,Service Bureau / Engineering Services,19,110,23,0,23,4,77,4,4,3,3,370,44,3936,120,0,0,8,5,0,0,5,5,178,30,0,0,3306,138,15603,152
1739916,won,9/30/2024,10456.87,10456.87,0,0,Electronic Component and Semiconductor,6,49,19,0,16,5,12,0,0,2,2,0,0,429,44,604,116,4,4,0,0,0,0,5,1,0,0,5975,123,9952,126
1812321,won,10/21/2024,7477.45,7477.45,1367,0,Consumer Electronics,7,33,2,0,27,3,131,4,5,3,3,3589,101,2679,126,146,63,6,4,0,0,6,6,64,16,1474,80,5669,123,14173,124
1844297,won,9/27/2024,1425.59,1425.59,0,0,Consumer Electronics,2,11,7,0,2,3,93,0,0,0,0,0,0,186,25,0,0,70,8,0,0,4,2,8,3,0,0,10905,119,2696,77
1606027,won,9/24/2024,10914.74,10914.74,3,0,Consumer Electronics,7,21,6,0,16,11,555,1,1,21,4,676,73,3978,115,3,3,12062,116,1,1,5,5,15,8,344,42,16201,155,14420,152
105712,won,10/8/2024,4563.64,4563.64,131,0,Industrial/Instrumentation,10,43,19,0,4,0,9,0,0,0,0,4,1,705,68,0,0,6,4,0,0,0,0,25,14,21,1,2025,127,4164,110
630444,won,10/11/2024,10939.49,10939.49,2,70,Industrial/Instrumentation,22,61,17,0,194,2,138,5,8,1,1,23,7,3062,111,7,3,13,5,52,9,446,47,6,3,5,2,3747,130,1863,78
1692841,lost,11/14/2023,15000,31848.25,0,0,Military/Defense,4,27,11,0,9,0,20,1,2,0,0,0,0,2697,18,0,0,51,6,0,0,3,2,4,3,0,0,64,10,84,10
1604966,won,4/29/2024,19789,29239,7,0,Aerospace,3,32,18,0,1,0,15,0,0,1,1,0,0,1492,54,3,3,1838,51,3,1,14,3,66,14,0,0,1821,128,909,56
635333,lost,6/13/2024,0,37960,310,0,Electronic Component and Semiconductor,22,109,28,0,34,0,49,1,2,1,1,0,0,35,9,0,0,591,27,0,0,0,0,14,8,0,0,4761,94,494,43
1170210,lost,7/1/2024,41479,41479,42000,0,Communications,20,49,20,0,13,0,24,0,0,0,0,0,0,16,2,0,0,34,3,0,0,0,0,1,1,0,0,1,1,9,5
25881,won,7/2/2024,0,26970,114200,0,Industrial/Instrumentation,14,72,21,0,19,15,257,2,2,3,2,547,64,25268,35,0,0,7927,72,0,0,8,5,38,18,142,35,14044,143,5952,121
844384,won,6/28/2024,0,26970,7,0,Retail,3,21,11,0,0,0,73,0,0,0,0,0,0,16,1,0,0,3,1,0,0,1,1,0,0,0,0,2,1,26,1
1377244,won,6/20/2024,0,26970,7,0,Military/Defense,4,9,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135735,lost,7/2/2024,3216.4,3216.4,30,0,Machinery,4,27,5,0,4,2,67,1,1,1,1,8,6,840,49,71,21,1,1,0,0,1,1,111,23,5,5,10738,150,1076,59
1821507,won,5/20/2024,0,26970,801,0,Industrial/Instrumentation,2,13,5,0,313,0,6,0,0,662,25,186,45,710,52,4,3,223,18,0,0,0,0,3,3,97,36,968,78,3056,101
1605148,lost,6/3/2024,8241.6,8241.6,6,14,Component OEM,1,7,4,0,20,5,53,2,2,0,0,278,35,1050,34,0,0,8,4,0,0,0,0,21,5,0,0,671,111,2730,109
1812819,lost,6/24/2024,19789,19789,0,0,Industrial/Instrumentation,5,18,4,0,2,0,3,0,0,1,1,9,6,325,40,0,0,1754,56,0,0,1,1,1,1,1,1,2410,139,4829,123
1842881,lost,9/6/2024,10290.48,10290.49,0,40,Automotive,2,7,3,0,7,1,97,0,0,12,5,76,15,417,35,209,74,772,21,1,1,10,6,13,6,4,4,1362,106,4190,96
596855,won,6/6/2024,20298,50988,25,0,Military/Defense,16,73,31,0,10,2,58,3,3,0,0,27,4,2591,120,7,7,3105,78,0,0,3,3,16,8,11,4,16976,133,1786,94
25335,lost,7/25/2024,0,107880,190,0,Aerospace,13,48,17,0,12,0,40,0,0,44,5,0,0,4,4,0,0,1,1,0,0,0,0,13,3,0,0,13,5,442,11
1848951,lost,6/28/2024,0,26970,0,0,Industrial/Instrumentation,0,0,0,0,307,35,124,0,0,0,0,204,50,2440,114,0,0,2,2,0,0,1,1,29,11,0,0,4996,134,3580,122
1835446,lost,8/30/2024,0,26970,501,0,Automotive,2,11,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99505,won,6/28/2024,0,30185.99,0,0,Industrial/Instrumentation,19,64,21,0,20,0,18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1812123,won,6/24/2024,527.99,527.99,0,0,Industrial/Instrumentation,2,24,6,0,40,1,332,0,0,309,14,142,30,3192,94,22,10,2158,48,0,0,7,2,4,2,145,43,7494,115,9236,119
1765928,won,6/27/2024,0,37960,0,0,Consumer Electronics,3,12,3,0,5,0,18,1,1,1,1,1095,86,266278,132,0,0,124,24,0,0,3,3,56,22,437,62,8297,161,1879,99
1819603,lost,6/27/2024,0,60371.98,0,0,Aerospace,6,14,4,0,19,5,345,1,1,334,31,97,23,1518,59,45,20,8,6,0,0,6,2,54,23,51,12,3750,123,10157,131
1737442,won,6/25/2024,1676.99,1676.99,0,89,Industrial/Instrumentation,23,97,24,0,165,21,319,3,4,442,31,542,54,4648,118,22,17,3895,73,0,0,3,3,56,22,169,35,10091,157,20754,152
1799108,won,6/21/2024,0,75920,0,0,Service Bureau / Engineering Services,2,15,6,0,0,3,2,0,0,0,0,620,56,2937,118,0,0,30,8,2,2,6,5,174,11,159,35,4859,173,2276,117
666038,won,9/5/2024,10497,10497,0,0,Consumer Electronics,9,53,35,0,4,20,66,1,1,6,6,4,4,1743,104,151,55,572,39,0,0,8,6,183,38,1,1,2812,129,15128,136
1954483,won,9/27/2024,3009.58,3009.59,120,58,Industrial/Instrumentation,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606070,won,6/29/2024,0,27268.5,68,0,Industrial/Instrumentation,6,29,13,0,19,11,27,1,2,2,1,0,0,1051,5,0,0,9,2,0,0,0,0,1,1,0,0,22,5,88,5
764625,won,6/28/2024,0,46202.5,215,0,Industrial/Instrumentation,5,33,11,0,94,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587047,lost,7/31/2024,0,28511.99,0,0,Service Bureau / Engineering Services,6,19,6,0,19,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123390,won,6/25/2024,499,499,20,0,Service Bureau / Engineering Services,5,7,1,0,2,0,32,1,1,787,22,6,4,660,47,35,16,268,6,0,0,1,1,15,7,4,2,2520,124,6108,134
37791,lost,6/29/2024,636.02,636.02,3,0,Industrial/Instrumentation,2,8,5,0,4,0,0,1,1,0,0,0,0,396,35,41,25,345,6,0,0,0,0,1,1,0,0,1785,77,1979,84
22296,lost,6/29/2024,499,499,200,0,Medical Device,12,43,17,0,18,3,193,1,1,0,0,75,6,25,14,0,0,28,2,0,0,0,0,0,0,0,0,1835,145,13357,153
1842707,lost,7/15/2024,499,499,0,0,Service Bureau / Engineering Services,2,6,0,0,1,0,8,0,0,0,0,19,6,707,26,0,0,0,0,0,0,0,0,22,9,0,0,660,64,738,39
1830123,lost,7/26/2024,499,499,3,0,Industrial/Instrumentation,0,10,6,0,0,0,0,0,0,2,2,0,0,890,52,0,0,708,47,0,0,0,0,2,2,0,0,2356,142,1391,74
1832005,won,7/29/2024,0,37960,0,0,Academic,4,14,5,0,4,2,212,2,2,6,5,239,37,1459,95,31,18,869,39,0,0,0,0,21,8,132,34,3085,106,9546,124
1790406,lost,9/30/2024,0,53940,0,0,Consumer Electronics,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
